id,stateId,stateCode,sourceName,sourceUrl,targetTable,gapFamily,serviceTags,sourceFamily,crawlMethod,ledgerStatus,firstPartyMode,expectedExtractionFields,whyNeeded,promotionRule,evidenceUrl
knowledge-cdc-developmental-disabilities,national,,CDC Developmental Disabilities,https://www.cdc.gov/child-development/about/developmental-disabilities.html,knowledge_articles,knowledge_content,early_intervention|behavioral_health,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"condition_overview, warning_signs, next_steps, official_links",Build source-backed explanatory content for developmental disability family journeys.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.cdc.gov/child-development/about/developmental-disabilities.html
knowledge-idea-ed-special-education,national,,IDEA Individuals with Disabilities Education Act,https://sites.ed.gov/idea,knowledge_articles,knowledge_content,special_education|iep_advocacy|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"rights, process_steps, dispute_resolution, official_links","Build source-backed special education, IEP, and procedural safeguards content.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/
alabama-rsa-vr-state-slice,alabama,AL,Alabama VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Alabama VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
alabama-at3-state-slice,alabama,AL,Alabama AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Alabama assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
alabama-hud-pha-state-slice,alabama,AL,Alabama housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Alabama public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
alabama-legal-lsc-state-slice,alabama,AL,Alabama legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Alabama civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
alaska-rsa-vr-state-slice,alaska,AK,Alaska VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Alaska VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
alaska-at3-state-slice,alaska,AK,Alaska AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Alaska assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
alaska-hud-pha-state-slice,alaska,AK,Alaska housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Alaska public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
alaska-legal-lsc-state-slice,alaska,AK,Alaska legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Alaska civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
arizona-rsa-vr-state-slice,arizona,AZ,Arizona VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Arizona VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
arizona-at3-state-slice,arizona,AZ,Arizona AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Arizona assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
arizona-hud-pha-state-slice,arizona,AZ,Arizona housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Arizona public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
arizona-legal-lsc-state-slice,arizona,AZ,Arizona legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Arizona civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
arkansas-rsa-vr-state-slice,arkansas,AR,Arkansas VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Arkansas VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
arkansas-at3-state-slice,arkansas,AR,Arkansas AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Arkansas assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
arkansas-hud-pha-state-slice,arkansas,AR,Arkansas housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Arkansas public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
arkansas-legal-lsc-state-slice,arkansas,AR,Arkansas legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Arkansas civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
california-rsa-vr-state-slice,california,CA,California VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract California VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
california-at3-state-slice,california,CA,California AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract California assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
california-hud-pha-state-slice,california,CA,California housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract California public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
california-legal-lsc-state-slice,california,CA,California legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract California civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
colorado-rsa-vr-state-slice,colorado,CO,Colorado VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Colorado VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
colorado-at3-state-slice,colorado,CO,Colorado AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Colorado assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
colorado-hud-pha-state-slice,colorado,CO,Colorado housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Colorado public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
colorado-legal-lsc-state-slice,colorado,CO,Colorado legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Colorado civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
connecticut-rsa-vr-state-slice,connecticut,CT,Connecticut VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Connecticut VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
connecticut-at3-state-slice,connecticut,CT,Connecticut AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Connecticut assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
connecticut-hud-pha-state-slice,connecticut,CT,Connecticut housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Connecticut public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
connecticut-legal-lsc-state-slice,connecticut,CT,Connecticut legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Connecticut civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
delaware-rsa-vr-state-slice,delaware,DE,Delaware VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Delaware VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
delaware-at3-state-slice,delaware,DE,Delaware AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Delaware assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
delaware-hud-pha-state-slice,delaware,DE,Delaware housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Delaware public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
delaware-legal-lsc-state-slice,delaware,DE,Delaware legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Delaware civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
florida-rsa-vr-state-slice,florida,FL,Florida VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Florida VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
florida-at3-state-slice,florida,FL,Florida AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Florida assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
florida-hud-pha-state-slice,florida,FL,Florida housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Florida public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
florida-legal-lsc-state-slice,florida,FL,Florida legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Florida civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
georgia-rsa-vr-state-slice,georgia,GA,Georgia VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Georgia VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
georgia-at3-state-slice,georgia,GA,Georgia AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Georgia assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
georgia-hud-pha-state-slice,georgia,GA,Georgia housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Georgia public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
georgia-legal-lsc-state-slice,georgia,GA,Georgia legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Georgia civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
hawaii-rsa-vr-state-slice,hawaii,HI,Hawaii VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Hawaii VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
hawaii-at3-state-slice,hawaii,HI,Hawaii AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Hawaii assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
hawaii-hud-pha-state-slice,hawaii,HI,Hawaii housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Hawaii public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
hawaii-legal-lsc-state-slice,hawaii,HI,Hawaii legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Hawaii civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
idaho-rsa-vr-state-slice,idaho,ID,Idaho VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Idaho VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
idaho-at3-state-slice,idaho,ID,Idaho AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Idaho assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
idaho-hud-pha-state-slice,idaho,ID,Idaho housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Idaho public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
idaho-legal-lsc-state-slice,idaho,ID,Idaho legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Idaho civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
illinois-rsa-vr-state-slice,illinois,IL,Illinois VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Illinois VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
illinois-at3-state-slice,illinois,IL,Illinois AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Illinois assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
illinois-hud-pha-state-slice,illinois,IL,Illinois housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Illinois public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
illinois-legal-lsc-state-slice,illinois,IL,Illinois legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Illinois civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
indiana-rsa-vr-state-slice,indiana,IN,Indiana VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Indiana VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
indiana-at3-state-slice,indiana,IN,Indiana AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Indiana assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
indiana-hud-pha-state-slice,indiana,IN,Indiana housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Indiana public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
indiana-legal-lsc-state-slice,indiana,IN,Indiana legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Indiana civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
